BusID: 1
Time                 |StopName  |DriverID  |PassengersCount  |BusLoad
2024-12-22 11:50:00  |Stop G    |7         |44               |51%
2024-12-22 11:56:00  |Stop H    |7         |38               |44%
2024-12-22 12:03:00  |Stop I    |7         |47               |55%
2024-12-22 12:14:00  |Stop J    |7         |40               |47%
2024-12-22 12:23:00  |Stop A    |7         |44               |51%
2024-12-22 12:30:00  |Stop B    |7         |45               |52%
2024-12-22 12:39:00  |Stop C    |7         |43               |50%
2024-12-22 12:47:00  |Stop D    |7         |33               |38%
2024-12-22 12:59:00  |Stop E    |7         |28               |32%
2024-12-22 14:01:00  |Stop F    |7         |30               |35%
2024-12-22 14:09:00  |Stop G    |7         |37               |43%
2024-12-22 14:15:00  |Stop H    |7         |41               |48%
2024-12-22 14:22:00  |Stop I    |7         |45               |52%
2024-12-22 14:33:00  |Stop J    |7         |50               |58%
2024-12-22 14:42:00  |Stop A    |7         |55               |64%
2024-12-22 14:49:00  |Stop B    |7         |45               |52%
2024-12-22 14:58:00  |Stop C    |7         |35               |41%
2024-12-22 15:06:00  |Stop D    |7         |33               |38%
2024-12-22 15:18:00  |Stop E    |7         |42               |49%
2024-12-22 15:28:00  |Stop F    |7         |51               |60%
2024-12-22 15:36:00  |Stop G    |7         |46               |54%
2024-12-22 15:42:00  |Stop H    |7         |41               |48%
2024-12-22 15:49:00  |Stop I    |7         |40               |47%
2024-12-22 16:00:00  |Stop J    |7         |48               |56%
2024-12-22 16:09:00  |Stop A    |7         |50               |58%
2024-12-22 16:16:00  |Stop B    |7         |60               |70%
2024-12-22 16:25:00  |Stop C    |7         |50               |58%
2024-12-22 16:33:00  |Stop D    |7         |41               |48%
2024-12-22 16:45:00  |Stop E    |7         |47               |55%
2024-12-22 16:55:00  |Stop F    |7         |41               |48%
2024-12-22 17:03:00  |Stop G    |7         |45               |52%
2024-12-22 17:09:00  |Stop H    |7         |79               |92%
2024-12-22 17:16:00  |Stop I    |7         |60               |70%
2024-12-22 17:27:00  |Stop J    |7         |79               |92%
2024-12-22 17:36:00  |Stop A    |7         |78               |91%
2024-12-22 17:43:00  |Stop B    |7         |71               |83%
2024-12-22 17:52:00  |Stop C    |7         |74               |87%
------------------------------------------------------------------------
